Date,open,high,low,close,open_1,high_1,low_1,close_1,mean_candle,label,action,%body,%upper-shadow,%lower-shadow,MA,trend,open_norm,high_norm,low_norm,close_norm,open_norm_1,high_norm_1,low_norm_1,close_norm_1
2017-01-20,30.112499,30.112499,29.932501,30.0,12.58,12.59,11.53,11.54,30.0,[],None,0.6250013889043152,0.0,0.37499861109568483,,0,0.007564406362196602,0.006694499693619099,0.008259655983234304,0.006503062161447304,0.04845276741441999,0.04306722632527277,0.04805047493688036,0.03263086247094865
2017-01-23,30.0,30.202499,29.942499,30.02,12.3,12.62,11.59,11.77,30.02,[],None,0.07692307692307587,0.701919230769236,0.22115769230768811,,0,0.006832372284425486,0.007279456545446844,0.008326118792506276,0.006633776847391276,0.04465255036230863,0.04346113388312586,0.04902119160227189,0.03575798679108125
2017-01-24,29.887501,30.025,29.875,29.9925,11.82,11.89,11.04,11.07,29.9925,[],None,0.6999933333333359,0.21666666666666115,0.08334000000000291,,0,0.006100338206654399,0.006125798142751576,0.00787741173479009,0.006454044154218325,0.038137892558689115,0.033876049975367,0.04012295550284958,0.026240651903721213
2017-01-25,30.105,30.525,30.07,30.469999,10.79,11.05,10.51,10.81,30.469999,[],None,0.8021956043956096,0.12088131868131297,0.07692307692307752,,0,0.007515610163570774,0.009375558430683467,0.009173695772400292,0.009574850745396574,0.024158522688422293,0.022846638355480064,0.03154829162522449,0.022705641802701793
2017-01-26,30.4175,30.610001,30.4,30.485001,10.61,11.01,10.6,10.63,30.485001,['inverse hammer'],None,0.32143180270569865,0.5952352607844671,0.0833329365098342,,0,0.009549056232455583,0.009928024179152478,0.011367407220663733,0.009672899831323134,0.021715526012064987,0.022321428278342575,0.03300436662331177,0.020258327117380653
2017-01-27,30.535,30.5875,30.4,30.487499,10.57,10.82,10.3,10.58,30.487499,[],None,0.2533386666666691,0.27999999999999164,0.4666613333333392,,0,0.010313631954356278,0.009781778466674967,0.011367407220663733,0.009689226095597525,0.021172637861763363,0.01982668041193958,0.028150783296354176,0.019578517482569197
2017-01-30,30.2325,30.407499,30.165001,30.407499,11.1,12.9,11.1,11.88,30.407499,[],None,0.7216513125881402,0.0,0.27834868741185986,,0,0.008345256159675796,0.008611858263498917,0.009805225412692659,0.009166367351821636,0.02836590585325989,0.047137604423088175,0.04109367216824111,0.03725356798766641
2017-01-31,30.2875,30.3475,30.155001,30.3375,12.29,12.99,11.79,11.99,30.3375,['hammer'],None,0.2597416090473029,0.051948321809471655,0.6883100691432255,29.892499800000003,0,0.008703142667799507,0.008221893528467666,0.009738749308199818,0.008708872486751978,0.04451682832473321,0.04831932709664749,0.05225691382024361,0.03874914918425154
2017-02-01,31.7575,32.622501,31.752501,32.1875,11.79,12.05,9.97,11.81,32.1875,[],None,0.4942528735632175,0.5000011494252865,0.005745977011496005,30.049999800000002,0,0.01826847297583359,0.023008309338078292,0.020358307000929637,0.020799980936570178,0.037730726445962884,0.035976890283916874,0.022811841636700803,0.0363018344989304
2017-02-02,31.995001,32.3475,31.945,32.1325,12.37,12.47,11.62,11.93,32.1325,['inverse hammer'],None,0.3416124223602561,0.5341614906832255,0.12422608695651838,30.206374849999996,0,0.01981389849521345,0.021220934680195175,0.021637965364806194,0.020440515550224247,0.045602604625336454,0.041491596093860356,0.04950654993496764,0.03793337762247781
2017-02-03,32.077499,32.297501,32.040001,32.27,11.84,11.84,10.72,10.97,32.27,['three white soldiers'],None,0.7475766990291255,0.10679999999997573,0.14562330097089876,30.36224985,0,0.020350715243344225,0.02089596515092254,0.022269495005098505,0.021339179016089116,0.03840933663383993,0.033219537378945146,0.03494579995409483,0.024881032634098355
2017-02-06,32.282501,32.625,32.224998,32.572498,11.37,11.84,11.09,11.37,32.572498,['three white soldiers'],None,0.7249888750556226,0.1312543437282735,0.14375678121610388,30.516999700000003,0,0.0216846688785875,0.023024551639997393,0.023499282995384563,0.02331622556952323,0.032030400867795836,0.033219537378945146,0.04093188605734255,0.030319509712589787
2017-02-07,32.634998,33.022499,32.612499,32.8825,11.39,11.67,11.06,11.29,32.8825,['three white soldiers'],None,0.6036634146341341,0.3414609756097606,0.0548756097561053,30.673749750000002,0,0.02397837652320728,0.025608104569382673,0.026075238692092245,0.0253423162731235,0.032301844942946675,0.03098739455111088,0.0404465277246468,0.029231814296891506
2017-02-08,32.837502,33.055,32.805,33.009998,11.19,11.82,11.15,11.45,33.009998,['three white soldiers'],None,0.6899840000000097,0.18000799999998662,0.13000800000000368,30.83537465,0,0.025296075603954304,0.0258193454876188,0.0273549103511897,0.02617560932454782,0.02958740419143853,0.032956932340376416,0.04190260272273408,0.031407205128288096
2017-02-09,32.912498,33.112499,32.779999,33.105,11.44,11.53,10.74,10.88,33.105,['three white soldiers'],None,0.5789533834586337,0.022553383458654853,0.39849323308271145,30.99374965,0,0.025784076632376973,0.02619306142121039,0.027188713442347134,0.02679651715425027,0.03298045513082369,0.02914915928112971,0.03526937217589199,0.0236573752914378
2017-02-10,33.115002,33.235001,33.012501,33.029999,10.85,10.95,10.55,10.85,33.029999,['shooting star'],None,0.38203595505618737,0.5393213483146149,0.07864269662919779,31.1546246,0,0.02710177571312397,0.026989265690794823,0.028734296167026385,0.026306330546226053,0.02497285491387473,0.021533613162636356,0.03219543606881886,0.02324948951055092
2017-02-13,33.27,33.455002,33.1875,33.322498,11.36,11.4,11.07,11.07,33.322498,[],None,0.19625273829728326,0.495338352610437,0.30840890909227975,31.3327495,0,0.02811035194923603,0.02841916671700545,0.0298976213480405,0.02821802629242251,0.031894678830220444,0.027442226530432934,0.04060831383554536,0.026240651903721213
2017-02-14,33.3675,33.772499,33.3125,33.755001,11.17,11.34,10.73,10.74,33.755001,[],None,0.8423953095550153,0.03803921312873118,0.11956547731625354,31.52049955,0,0.02874478712272807,0.03048274500128048,0.030728572654200897,0.03104475098316395,0.029315960116287718,0.026654411414726742,0.035107586064993423,0.021753908313965786
2017-02-15,33.880001,34.067501,33.654999,33.877499,10.84,12.01,10.8,11.97,33.877499,['doji'],None,0.0060654251373320886,0.4545432506993867,0.5393913241632812,31.71449955,0,0.032079645182726574,0.03240011657020145,0.0330053725854699,0.03184536536310223,0.02483713287629931,0.03545168020677941,0.03624008884128352,0.03847722533032699
2017-02-16,33.9175,33.974998,33.709999,33.837502,12.02,12.86,11.69,11.76,33.837502,[],None,0.30188038445427134,0.21697440367700768,0.48114521186872095,31.909124650000003,0,0.0323236522039653,0.031798891418372305,0.033370991160180496,0.031583955598417174,0.040852333310197234,0.046612394345950686,0.050639052711257765,0.03562202486411897
2017-02-17,33.775002,33.9575,33.775002,33.93,11.84,12.26,11.37,11.49,33.93,['bullish engulfing'],None,0.8493134171333219,0.1506865828666782,0.0,32.10562465,0,0.0313964138106087,0.031685162807335854,0.03380310578221524,0.03218849794943948,0.03840933663383993,0.0387342431888886,0.04546189716250296,0.03195105283613725
2017-02-21,34.057499,34.1875,33.994999,34.174999,12.05,12.09,11.5,11.57,34.174999,[],None,0.6103864395509618,0.0649399223900152,0.324673638059023,32.3133746,0,0.03323462953579828,0.03318005253978451,0.03526556013822618,0.03378974631651896,0.041259499422923465,0.036502100361054335,0.04756511660418461,0.03303874825183553
2017-02-22,34.107498,34.279999,34.0275,34.2775,11.48,12.07,11.44,11.74,34.2775,['three white soldiers'],None,0.6732779139719697,0.009897068899255892,0.3168250171287744,32.5276246,0,0.03355997439979244,0.0337812516935313,0.03548161412543835,0.034459665617716184,0.033523343281125315,0.036239495322485604,0.04659439993879308,0.035350101010194396
2017-02-23,34.345001,34.369999,34.075001,34.1325,11.66,12.46,11.54,11.71,34.1325,['dark cloud cover'],None,0.7203472565915817,0.08473955755631073,0.1949131858521076,32.71074965,0,0.035105412933227165,0.03436620854535907,0.03579738226938972,0.03351198414462228,0.03596633995748262,0.04136029357457599,0.048212261047778954,0.034942215229307544
2017-02-24,33.977501,34.165001,33.82,34.165001,11.81,12.59,11.34,11.47,34.165001,[],None,0.5434766855748302,0.0,0.4565233144251698,32.89474965000001,0,0.03271408035621859,0.03303381982634812,0.03410223495721207,0.033724402045015534,0.03800217052111372,0.04306722632527277,0.044976538829807206,0.03167912898221267
2017-02-27,34.285,34.360001,34.07,34.232498,11.78,12.14,11.53,12.09,34.232498,[],None,0.18104075503187075,0.2586232461267416,0.5603359988413876,33.0819996,0,0.03471498478097382,0.03430122633864158,0.03576413756953287,0.034165544502873596,0.03759500440838749,0.03715861295747619,0.04805047493688036,0.0401087684538744
2017-02-28,34.27,34.360001,34.174999,34.247501,12.19,12.96,12.13,12.92,34.247501,[],None,0.12161490146054484,0.4864866325769188,0.39189846596253636,33.2739997,0,0.034617379369667384,0.03430122633864158,0.03646213001909715,0.03426360012453447,0.04315960794897915,0.047925419538794395,0.057757641590795605,0.051393608391744144
2017-03-01,34.4725,35.037498,34.400002,34.947498,12.31,12.58,11.78,12.54,34.947498,[],None,0.7450995770953973,0.14117735640693665,0.11372306649766602,33.504499599999995,1,0.035935052422304686,0.03870463203022756,0.037957862313017204,0.03883859452537092,0.044788272399884047,0.0429359238059884,0.052095127709345046,0.04622705516717726
2017-03-02,35.0,35.07,34.689999,34.740002,12.43,12.71,11.32,11.81,34.740002,[],None,0.6842034626224748,0.18421004155252296,0.13158649582500226,33.6321247,1,0.03936750938658226,0.038915879447984275,0.03988564940047795,0.03748245580163928,0.04641693685078889,0.04464285655668518,0.04465296660801005,0.0363018344989304
2017-03-03,34.695,34.9575,34.647499,34.945,11.96,11.97,10.94,10.96,34.945,['piercing line'],None,0.8064490114548024,0.04032245057274929,0.1532285379724483,33.772749700000006,1,0.0373828660233507,0.038184683383199636,0.03960312595638346,0.0388222682610965,0.040038001084744826,0.03492647012964192,0.03850509439386374,0.02474507070713608
2017-03-06,34.842499,34.942501,34.650002,34.834999,11.59,11.72,11.06,11.24,34.834999,"['bearish harami', 'doji']",None,0.025641113302928197,0.3418883483362462,0.6324705383608256,33.90099965,1,0.03834264606083687,0.03808719707408223,0.039619764925337975,0.03810333095267032,0.03501628569445479,0.031643907147532735,0.0404465277246468,0.028552004662080077
2017-03-07,34.764999,34.994999,34.697498,34.880001,11.27,11.58,11.04,11.45,34.880001,['bullish engulfing'],None,0.3865600451763125,0.38654659984336565,0.22689335498032187,34.0163748,1,0.03783835143575348,0.038428408905273936,0.03993549983123715,0.038397452067512855,0.030673180492041777,0.029805671877551565,0.04012295550284958,0.031407205128288096
2017-03-08,34.737499,34.950001,34.705002,34.75,11.49,11.86,11.09,11.86,34.75,[],None,0.051024698059993386,0.8163339442201819,0.13264135771982472,34.1097498,1,0.03765940818169161,0.03813594347840121,0.03998538350004857,0.03754780007314268,0.033659065318700734,0.03348214241751388,0.04093188605734255,0.0369816441337418
2017-03-09,34.685001,34.697498,34.262501,34.669998,11.75,12.43,11.62,12.3,34.669998,[],None,0.03448989303374507,0.028728933762769013,0.9367811732034859,34.1927498,1,0.03731780225617379,0.0364947950344339,0.03704380922863032,0.03702492825789816,0.03718783829566129,0.04096638601672287,0.04950654993496764,0.04296396892008242
2017-03-10,34.8125,34.84,34.66,34.785,11.97,12.09,11.46,11.66,34.785,['hanging man'],None,0.15277777777779095,0.15277777777779095,0.6944444444444181,34.2767498,1,0.038147441745251365,0.037420989715535646,0.03968622773460989,0.03777655077354464,0.04017372312232022,0.036502100361054335,0.046917972160590266,0.034262405594496115
2017-03-13,34.712502,34.857498,34.705002,34.799999,12.16,12.23,11.29,11.35,34.799999,[],None,0.5737658692686985,0.37705251285279767,0.04918161787850382,34.3652498,1,0.037496752017263074,0.03753471832657207,0.03998538350004857,0.037874580252268336,0.042752441836252944,0.038340335631035505,0.04416760827531427,0.030047585858665238
2017-03-14,34.825001,34.912498,34.709999,34.747501,11.39,12.54,11.28,12.3,34.747501,['shooting star'],None,0.382717939347859,0.43208608437572915,0.1851959762764118,34.43649995,1,0.03822878609503419,0.037892191958244587,0.04001860160946363,0.037531467273134,0.032301844942946675,0.04241071372885091,0.044005822164415676,0.04296396892008242
2017-03-15,34.852501,35.1875,34.7575,35.115002,12.12,12.25,10.6,11.63,35.115002,[],None,0.6104674418604663,0.16860000000000722,0.2209325581395265,34.5045,1,0.03840772934909603,0.039679573115648265,0.040334369753415034,0.03993335616308891,0.04220955368595129,0.038602940669604235,0.03300436662331177,0.03385451981360926
2017-03-16,35.18,35.255001,35.064999,35.172501,11.29,11.55,11.16,11.21,35.172501,['doji'],None,0.039468005599955884,0.3947379501268429,0.5657940442732012,34.5692501,1,0.040538774322259885,0.04011829725403965,0.04237850331895915,0.04030915434944354,0.03094462456719259,0.02941176431969847,0.04206438883363264,0.028144118881193225
2017-03-17,35.25,35.25,34.9725,34.997501,11.38,11.38,10.78,11.28,34.997501,[],None,0.909906306306296,0.0,0.09009369369370397,34.62725005,1,0.040994266241690086,0.040085793151639765,0.04176360600001086,0.03916540084743375,0.032166122905371256,0.027179621491864203,0.03591651661948633,0.02909585236992923
2017-03-20,35.099998,35.375,35.057499,35.365002,11.71,11.72,11.03,11.34,35.365002,[],None,0.8346556388798698,0.031489664599491214,0.13385469652063897,34.699000149999996,1,0.04001819911457055,0.04089823322362274,0.04232864624058952,0.04156728973738866,0.036644950145359664,0.031643907147532735,0.03996116939195102,0.029911623931702935
2017-03-21,35.5275,35.700001,34.932499,34.959999,11.15,12.85,10.92,12.47,34.959999,"['bearish engulfing', 'dark cloud cover']",None,0.739413056904086,0.2247564175728491,0.035830525523064954,34.73825015,1,0.04279996635085981,0.04301058391029902,0.04149769493442912,0.0389202977398202,0.029044516041136906,0.04648109182666632,0.03818152217206655,0.04527532167844128
2017-03-22,34.962502,35.400002,34.939999,35.355,12.95,13.16,11.99,12.81,35.355,[],None,0.8532509570589668,0.09782979676220313,0.04891924617883006,34.79212515,1,0.03912350887237093,0.04106073423706047,0.04154755201279875,0.04150191932294808,0.05347448280471,0.05055146992448176,0.05549263603821539,0.04989802719515901
2017-03-23,35.314999,35.395,35.1525,35.23,12.65,13.17,12.18,13.12,35.23,['bearish harami'],None,0.3505113402061999,0.3299010309278473,0.3195876288659528,34.84700015,1,0.04141721651699071,0.041028223635140026,0.042960175880881885,0.04068495253579821,0.04940282167744785,0.05068277244376612,0.05856657214528854,0.05411284693098986
2017-03-24,35.375,35.435001,35.087502,35.16,12.86,14.16,12.27,12.96,35.16,[],sell,0.6187068164225047,0.17266524507984168,0.20862793849765363,34.896750100000006,1,0.041807644669244026,0.04128821095769514,0.04252809449689937,0.04022745113499426,0.05225298446653136,0.06368172185291857,0.060022647143375824,0.0519374560995933
2017-03-27,34.8475,35.305,34.654999,35.220001,14.78,15.11,12.48,12.5,35.220001,[],None,0.5730775798806541,0.13076749112693037,0.2961549289924155,34.94612525,1,0.03837518770496645,0.040443266783312254,0.03965298303475304,0.04061960172856055,0.07831161568100935,0.07615546118493352,0.06342015547224616,0.045683207459328135
2017-03-28,35.227501,36.009998,35.154999,35.950001,12.44,12.67,11.34,11.53,35.950001,[],None,0.8450302281055279,0.07017201189709261,0.08479775999737954,35.03125025,1,0.040847864631757796,0.0450254157902551,0.042976788259394605,0.04539068776551583,0.04655265888836431,0.04411764647954769,0.044976538829807206,0.03249490054398638
2017-03-29,35.919998,36.122501,35.797501,36.029999,11.54,11.7,11.03,11.42,36.029999,['three white soldiers'],None,0.33846461538460293,0.2846215384615458,0.3769138461538513,35.085375299999995,1,0.045353961599324255,0.045756631353601473,0.04724789126827991,0.04591353343782312,0.03433767550657775,0.03138130210896398,0.03996116939195102,0.030999319347401244
2017-03-30,36.047501,36.125,35.875,35.982498,11.37,11.64,11.12,11.54,35.982498,[],None,0.26001199999998903,0.3099960000000124,0.4299919999999986,35.1475001,1,0.0461836271165115,0.045772873655520546,0.04776307443048894,0.04560307952297191,0.032030400867795836,0.030593486993257785,0.0414172443900383,0.03263086247094865
2017-03-31,35.93,36.067501,35.752499,35.915001,11.61,12.54,11.5,12.37,35.915001,[],None,0.04761557069479909,0.43650833962959096,0.5158760896756099,35.196000149999996,1,0.045419044887583415,0.04539915772192896,0.04694873550284129,0.045161937065113844,0.03528772976960558,0.04241071372885091,0.04756511660418461,0.0439157024088184
2017-04-03,35.927502,36.029999,35.762501,35.924999,12.59,13.59,12.27,12.38,35.924999,['doji'],None,0.009357079305255712,0.38316921995678865,0.6074737007379556,35.25050014999999,1,0.04540279033308717,0.04515541270129289,0.047015224902555025,0.04522728133661724,0.048588489451995384,0.056197478253709576,0.060022647143375824,0.04405166433578073
2017-04-04,35.8125,36.2225,35.7925,36.192501,12.71,13.07,11.7,11.79,36.192501,['bullish engulfing'],None,0.8837232558139542,0.0697651162790618,0.04651162790698404,35.31612515,1,0.04465446916568272,0.04640657691166725,0.04721464656842306,0.046975603332586574,0.05021715390290028,0.04936974725092244,0.05080083882215633,0.0360299106450058
2017-04-05,36.055,36.365002,35.952499,36.005001,11.89,12.89,10.9,12.89,36.005001,"['bearish harami', 'shooting star']",None,0.12120881545104019,0.751514534439754,0.1272766501092058,35.378875199999996,1,0.04623242331513733,0.047332771592768996,0.04827825759269794,0.04575015315186176,0.03908794682171697,0.04700630190380381,0.03785794995026939,0.05098572261085729
2017-04-06,36.072498,36.130001,35.862499,35.915001,13.11,13.22,11.7,12.39,35.915001,[],sell,0.5887694297612961,0.2149628787822031,0.19626769145650078,35.44112535,1,0.046346283280940065,0.04580537775792046,0.04767997265226245,0.045161937065113844,0.05564603540591652,0.05133928504018795,0.05080083882215633,0.044187626262743
2017-04-07,35.932499,36.044998,35.817501,35.834999,13.17,13.43,12.23,12.87,35.834999,[],None,0.4285770801373062,0.4945076198807012,0.07691529998199262,35.493625300000005,1,0.04543530594910708,0.0452528990104103,0.047380843477265594,0.04463906524986935,0.056460367631368955,0.054096637945159676,0.05937550269978148,0.050713798756932715
2017-04-10,35.900002,35.970001,35.724998,35.7925,13.24,14.11,12.94,14.05,35.7925,[],None,0.43877830067387735,0.28570670563218264,0.27551499369394,35.543250349999994,1,0.045223847079025326,0.044765454465782256,0.04676591956787557,0.04436130307797265,0.05741042189439681,0.06302520925649671,0.07086231657358114,0.06675730613848249
2017-04-11,35.735001,35.837502,35.014999,35.407501,14.32,15.88,14.17,15.07,35.407501,['hanging man'],None,0.3981748394838614,0.12462082205171779,0.47720433846442084,35.576250349999995,1,0.04415018104762669,0.04390427448900089,0.042046122796495,0.04184505190928536,0.07206840195254068,0.0862657551698299,0.09076200821410738,0.08062542268863568
2017-04-12,35.400002,35.537498,35.252499,35.450001,15.16,16.16,14.84,15.77,35.450001,[],None,0.17543570328316885,0.3070080947652424,0.5175562019515888,35.5930003,1,0.04197033336880965,0.04195439231815942,0.04362493027819972,0.0421228206169163,0.08346905310887477,0.08994222570979221,0.10160167764431269,0.09014275757599569
2017-04-13,35.477501,35.595001,35.262501,35.262501,15.89,16.219999,14.97,15.96,35.262501,['bearish engulfing'],None,0.6466165413533662,0.35338345864663373,0.0,35.5975003,1,0.04247462148686562,0.042328134249833366,0.04369141967791346,0.04089737043619149,0.09337676185187944,0.09073002769524649,0.10370489708599434,0.09272603418827916
2017-04-17,35.369999,35.470001,35.217499,35.4575,16.190001,16.280001,14.6,14.66,35.4575,"['bullish harami', 'hammer']",None,0.3465358690228227,0.04950851874440589,0.6039556122327714,35.620500250000006,1,0.041775103025114446,0.04151569417785039,0.043392263912474804,0.04217183208841102,0.09744843655134534,0.09151786907145654,0.0977188109827466,0.07505098368318194
2017-04-18,35.352501,35.509998,35.2775,35.299999,14.5,15.5,14.29,14.42,35.299999,['shooting star'],None,0.22581699627522395,0.6774122788153304,0.0967707249094457,35.6172501,1,0.04166124305931171,0.041775655502323206,0.043791127187042284,0.041142447400867865,0.07451139862889798,0.0812762594370239,0.09270344154489041,0.07178789743608707
2017-04-19,35.470001,35.5,35.112499,35.169998,14.0,15.15,13.46,14.93,35.169998,[],sell,0.774199292388932,0.07741657440883129,0.1483841332022367,35.627750049999996,1,0.04242581878121243,0.04171067329560571,0.04269426481530009,0.04029279540649769,0.06772529675012766,0.07668067126207101,0.07927519434030769,0.07872195571116367
2017-04-20,35.305,35.73,35.290001,35.610001,14.59,14.81,13.83,14.15,35.610001,[],None,0.693185666331053,0.27272561983095395,0.03408871383799301,35.6405001,1,0.041352152749813825,0.04320556302805434,0.04387422896526871,0.043168538104468135,0.07573289696707662,0.0722163856064025,0.08526128044355541,0.06811692540810535
2017-04-21,35.610001,35.669998,35.462502,35.567501,13.85,15.33,13.85,14.63,35.567501,[],None,0.20482322550794752,0.28914774260710097,0.5060290318849515,35.65737514999999,1,0.04333680262007278,0.04281557879446138,0.04502094841538054,0.0428907693968372,0.06568946618649656,0.07904411660918964,0.08558485266535257,0.07464309790229509
2017-04-24,35.875,35.987499,35.794998,35.91,11.56,12.01,10.82,10.84,35.91,[],None,0.18181723731303517,0.40259011641499565,0.4155926462719692,35.69487515,1,0.045061158379459704,0.04487918307681871,0.04723125229932537,0.04512925185789354,0.03460911958172856,0.03545168020677941,0.036563661063080705,0.023113527583588644
2017-04-25,35.977501,36.224998,35.967499,36.1325,10.81,11.15,10.22,10.76,36.1325,[],None,0.6019402017095289,0.359216928997775,0.03884286929269612,35.7405001,1,0.0457281351970813,0.04642281271406576,0.04837797174943714,0.04658345273902034,0.024429966763573105,0.024159663548323745,0.02685649440916546,0.022025832167890336
2017-04-26,36.1175,36.150002,35.845001,35.919998,10.61,10.89,10.39,10.85,35.919998,[],None,0.647545417883882,0.1065635850374301,0.24589099707868792,35.73899995,1,0.046639112528914284,0.045935374668958306,0.047563652764620906,0.04519459612939697,0.021715526012064987,0.020745798046930164,0.029606858294441457,0.02324948951055092
2017-04-27,35.98,36.040001,35.827499,35.947498,10.72,11.08,10.33,10.36,35.947498,[],None,0.15294914871387,0.2823549896001053,0.5646958616860247,35.7348749,1,0.045744396258604964,0.045220420906092684,0.047447306286537566,0.04537432882256995,0.023208468425394466,0.02324054591333316,0.028636141629049927,0.016587355089398903
2017-04-28,36.022499,36.075001,35.817501,35.912498,10.39,11.16,10.29,10.82,35.912498,[],None,0.42718834951457824,0.20389126213591022,0.3689203883495116,35.7313749,1,0.046020938416945906,0.04544790412624794,0.047380843477265594,0.04514557812216796,0.018729641185406057,0.02429096606760811,0.027988997185455555,0.022841603729664067
2017-05-01,36.275002,36.799999,36.240002,36.645,10.92,11.04,9.9,10.11,36.645,[],None,0.660714253826361,0.27678541135041046,0.06250033482322856,35.76787485,1,0.04766398236168706,0.050160043544708016,0.050189465539698164,0.049933016566334865,0.025922909176902584,0.02271533583619567,0.02167933886041068,0.01318830691534173
2017-05-02,36.884998,37.022499,36.709999,36.877499,10.15,10.59,10.04,10.59,36.877499,['doji'],None,0.023996800000008988,0.44000320000000104,0.53599999999999,35.815499849999995,1,0.05163324306004052,0.05160618687283772,0.053313822508029934,0.05145256825469932,0.015472312283596315,0.01680672246839912,0.02394434441299087,0.01971447940953147
2017-05-03,36.397499,36.872501,36.067501,36.764999,10.56,11.15,10.4,10.68,36.764999,[],None,0.4565217391304346,0.13354285714285302,0.4099354037267124,35.84412475,1,0.04846107369960767,0.05063127178549928,0.04904274608958639,0.05071729814626444,0.021036915824187943,0.024159663548323745,0.02976864440534005,0.020938136752192055
2017-05-04,36.630001,36.785,36.452499,36.6325,10.71,11.24,10.27,10.46,36.6325,['doji'],None,0.007515766869874978,0.45864523715717936,0.5338389959729457,35.8754997,1,0.049973970588912786,0.05006255723559061,0.051602062817339506,0.04985131988761987,0.023072746387819046,0.02534138622188306,0.027665424963658397,0.01794697435902179
2017-05-05,36.689999,37.244999,36.689999,37.240002,10.51,10.98,9.99,10.57,37.240002,[],None,0.9909963963963909,0.009003603603609063,0.0,35.94174975,1,0.05036437922008383,0.05305233020096739,0.05318087029904425,0.05382179154463684,0.020358305636310928,0.02192752072048948,0.02313541385849796,0.019442555555606922
